ID;year_;box;nest;transponder;tarsus;weight;fledge_date;hatch_day;fledge_day;fledge_age;fledge_time;sunrise;fledge_time_sunrise;solar_noon;median;order;surviveSNB;surviveSF;survive;epy;sex
B4P8817;2017;1;1_2017;A800000000008001;16.4;9.6;20/05/2017;119;140;21;9.940833;5.52;4.42;13.22;-0.97;1;0;0;0;0;1
B4P8818;2017;1;1_2017;6.8E+15;17.4;10.3;20/05/2017;119;140;21;10.291111;5.52;4.77;13.22;-0.97;2;1;1;1;0;1
B4P8815;2017;1;1_2017;C800000000008001;15.15;8.4;21/05/2017;119;141;22;8.027222;5.50;2.53;13.22;-0.97;3;0;0;0;0;1
B4P8819;2017;1;1_2017;E800000000008001;16.4;8.4;21/05/2017;119;141;22;8.039167;5.50;2.54;13.22;-0.97;4;0;0;0;0;1
B4X1511;2018;1;1_2018;7.36E+15;16.79;12.8;30/05/2018;130;150;20;6.788611;5.37;1.42;13.23;-0.84;1;0;0;0;0;1
B4X1512;2018;1;1_2018;B360000000008001;17.14;11.5;30/05/2018;130;150;20;6.885000;5.37;1.52;13.23;-0.84;2;0;0;0;0;1
B4X1510;2018;1;1_2018;F360000000008001;17.09;11.1;30/05/2018;130;150;20;7.606389;5.37;2.24;13.23;-0.84;3;1;1;1;0;1
B4X1507;2018;1;1_2018;4B60000000008001;16.4;10.4;30/05/2018;130;150;20;7.621944;5.37;2.26;13.23;-0.84;4;1;1;1;0;2
B4X1513;2018;1;1_2018;3.36E+15;16.74;12.2;30/05/2018;130;150;20;7.708889;5.37;2.34;13.23;-0.84;5;1;1;1;0;1
B4X1509;2018;1;1_2018;0B60000000008001;17.02;11.1;30/05/2018;130;150;20;7.716667;5.37;2.35;13.23;-0.84;6;0;0;0;0;2
B4P8855;2017;10;10_2017;AA00000000008001;17;10.1;23/05/2017;121;143;22;8.424722;5.47;2.96;13.22;-1.39;1;0;0;0;0;1
B4P8852;2017;10;10_2017;EA00000000008001;16.15;9.8;23/05/2017;121;143;22;8.586944;5.47;3.12;13.22;-1.39;2;0;0;0;0;2
B4P8851;2017;10;10_2017;4A00000000008001;16.65;9.4;23/05/2017;121;143;22;8.590833;5.47;3.12;13.22;-1.39;3;0;0;0;0;2
B4P8854;2017;10;10_2017;2.2E+15;17.1;10.4;23/05/2017;121;143;22;8.715278;5.47;3.25;13.22;-1.39;4;0;0;0;0;1
B4P8853;2017;10;10_2017;2A00000000008001;17.1;9.7;23/05/2017;121;143;22;8.733611;5.47;3.27;13.22;-1.39;5;0;0;0;0;2
B4P8856;2017;10;10_2017;6A00000000008001;17;9.5;23/05/2017;121;143;22;10.380278;5.47;4.91;13.22;-1.39;6;0;0;0;0;1
B4P8858;2017;10;10_2017;1A00000000008001;15.35;8.4;23/05/2017;121;143;22;10.433333;5.47;4.97;13.22;-1.39;7;0;0;0;0;2
B4P8857;2017;10;10_2017;8A00000000008001;15.55;7.7;23/05/2017;121;143;22;10.445278;5.47;4.98;13.22;-1.39;8;0;0;0;0;2
B4P9375;2018;10;10_2018;85A0000000008001;16.57;10.9;29/05/2018;129;149;20;8.927222;5.38;3.54;13.23;-0.48;1;0;0;0;0;2
B4P9378;2018;10;10_2018;A5A0000000008001;17.44;10.7;29/05/2018;129;149;20;8.990278;5.38;3.61;13.23;-0.48;2;0;0;0;1;2
B4P9371;2018;10;10_2018;75A0000000008001;16.42;11.4;29/05/2018;129;149;20;9.158333;5.38;3.78;13.23;-0.48;3;0;0;0;0;1
B4P9377;2018;10;10_2018;79A0000000008001;17.26;11.7;29/05/2018;129;149;20;9.220833;5.38;3.84;13.23;-0.48;4;0;0;0;1;1
B4P9373;2018;10;10_2018;CBA0000000008001;17.51;11.3;29/05/2018;129;149;20;9.229167;5.38;3.85;13.23;-0.48;5;0;0;0;1;2
B4P9376;2018;10;10_2018;E3A0000000008001;17.17;10.4;29/05/2018;129;149;20;9.246944;5.38;3.86;13.23;-0.48;6;0;0;0;0;2
B4P9372;2018;10;10_2018;13A0000000008001;17.19;10.7;29/05/2018;129;149;20;9.276389;5.38;3.89;13.23;-0.48;7;0;0;0;1;2
B4P9370;2018;10;10_2018;2BA0000000008001;16.17;10.7;29/05/2018;129;149;20;9.296389;5.38;3.91;13.23;-0.48;8;1;0;1;0;2
B4P8870;2017;100;100_2017;C100000000008001;15.19;9.1;24/05/2017;122;144;22;9.797500;5.45;4.35;13.22;-1.49;1;0;0;0;0;2
B4P8871;2017;100;100_2017;2.1E+15;14.83;7.8;24/05/2017;122;144;22;9.803889;5.45;4.35;13.22;-1.49;2;0;0;0;0;2
B4P8872;2017;100;100_2017;5E00000000008001;15.45;8.5;24/05/2017;122;144;22;9.810278;5.45;4.36;13.22;-1.49;3;1;1;1;0;1
B4P8874;2017;100;100_2017;FE00000000008001;14.95;8.2;24/05/2017;122;144;22;9.815833;5.45;4.37;13.22;-1.49;4;1;0;1;0;2
B4P9973;2018;100;100_2018;2.12E+15;17.34;11.5;29/05/2018;129;149;20;9.027778;5.38;3.64;13.23;-1.31;1;1;0;1;0;2
B4P9975;2018;100;100_2018;8.12E+15;16.35;10.4;29/05/2018;129;149;20;9.251111;5.38;3.87;13.23;-1.31;2;0;0;0;0;2
B4P9974;2018;100;100_2018;DD20000000008001;16.8;11.4;29/05/2018;129;149;20;9.297500;5.38;3.91;13.23;-1.31;3;0;0;0;1;1
B4P9972;2018;100;100_2018;8.92E+15;16.15;9.9;29/05/2018;129;149;20;12.219444;5.38;6.84;13.23;-1.31;4;0;0;0;0;2
B4P9971;2018;100;100_2018;7.92E+15;16.13;10.2;29/05/2018;129;149;20;12.224167;5.38;6.84;13.23;-1.31;5;1;0;1;0;1
B4P9230;2017;101;101_2017;4B00000000008001;16.07;10.8;27/05/2017;125;147;22;8.635833;5.40;3.24;13.23;-1.60;1;0;0;0;0;1
B4P9228;2017;101;101_2017;E080000000008001;16.64;11.4;27/05/2017;125;147;22;8.736944;5.40;3.34;13.23;-1.60;2;1;1;1;0;1
B4P9227;2017;101;101_2017;3E+14;14.62;10.5;27/05/2017;125;147;22;9.127500;5.40;3.73;13.23;-1.60;3;0;0;0;0;2
B4P9229;2017;101;101_2017;9.08E+15;16.1;9.4;27/05/2017;125;147;22;10.689722;5.40;5.29;13.23;-1.60;4;0;0;0;0;1
B4P9231;2017;101;101_2017;1B00000000008001;15.96;9.5;27/05/2017;125;147;22;11.298056;5.40;5.90;13.23;-1.60;5;0;0;0;0;2
B4X1292;2018;101;101_2018;41A0000000008001;17.42;10.8;01/06/2018;132;152;20;14.836667;5.35;9.49;13.23;-1.00;1;0;0;0;0;1
B4X1286;2018;101;101_2018;29A0000000008001;17.38;10.4;02/06/2018;132;153;21;6.440556;5.33;1.11;13.23;-1.00;2;0;0;0;0;2
B4X1293;2018;101;101_2018;7.86E+15;17.3;11;02/06/2018;132;153;21;6.452222;5.33;1.12;13.23;-1.00;3;0;0;0;0;2
B4X1289;2018;101;101_2018;DCE0000000008001;16.55;11;02/06/2018;132;153;21;6.463611;5.33;1.13;13.23;-1.00;4;0;0;0;0;2
B4X1294;2018;101;101_2018;A9A0000000008001;16.6;10.1;02/06/2018;132;153;21;7.027222;5.33;1.69;13.23;-1.00;5;0;0;0;0;2
B4X1287;2018;101;101_2018;F4E0000000008001;17.5;11.3;02/06/2018;132;153;21;7.109444;5.33;1.78;13.23;-1.00;6;0;0;0;0;1
B4X1291;2018;101;101_2018;8EA0000000008001;16.89;11.3;02/06/2018;132;153;21;7.193333;5.33;1.86;13.23;-1.00;7;0;0;0;0;2
B4X1295;2018;101;101_2018;DA60000000008001;17.22;11.9;02/06/2018;132;153;21;7.225278;5.33;1.89;13.23;-1.00;8;0;0;0;0;1
B4X1290;2018;101;101_2018;CEA0000000008001;17.13;10.5;02/06/2018;132;153;21;7.538611;5.33;2.21;13.23;-1.00;9;0;0;0;0;1
B4X1288;2018;101;101_2018;5EA0000000008001;16.45;9.1;02/06/2018;132;153;21;7.890556;5.33;2.56;13.23;-1.00;10;0;0;0;0;1
B4P9832;2017;103;103_2017;FC40000000008001;16.47;10.1;14/06/2017;144;165;21;14.115556;5.27;8.85;13.28;-1.25;1;1;0;1;0;2
B4P9829;2017;103;103_2017;0E80000000008001;16.97;10.6;14/06/2017;144;165;21;14.771389;5.27;9.50;13.28;-1.25;2;0;0;0;0;1
B4P9828;2017;103;103_2017;2.68E+15;16.77;9.2;15/06/2017;144;166;22;8.067500;5.27;2.80;13.28;-1.25;3;0;0;0;0;1
B4P9831;2017;103;103_2017;EA40000000008001;17.26;10.5;15/06/2017;144;166;22;8.073611;5.27;2.81;13.28;-1.25;4;1;1;1;0;1
B4P9827;2017;103;103_2017;D240000000008001;16.31;9.5;15/06/2017;144;166;22;8.079167;5.27;2.81;13.28;-1.25;5;0;0;0;0;2
B4P9830;2017;103;103_2017;C640000000008001;16.3;9.5;15/06/2017;144;166;22;8.091667;5.27;2.83;13.28;-1.25;6;0;0;0;0;1
B4X1245;2018;103;103_2018;9FA0000000008001;17;10.5;29/05/2018;131;149;18;13.608333;5.38;8.23;13.23;-1.56;1;1;0;1;0;2
B4X1246;2018;103;103_2018;B660000000008001;17.7;10.8;30/05/2018;131;150;19;17.056667;5.37;11.69;13.23;-1.56;2;1;0;1;0;2
B4X1247;2018;103;103_2018;5.56E+15;17.6;10.5;31/05/2018;131;151;20;7.113056;5.35;1.76;13.23;-1.56;3;0;0;0;0;1
B4X1252;2018;103;103_2018;8.56E+15;17.1;10;31/05/2018;131;151;20;7.270833;5.35;1.92;13.23;-1.56;4;0;0;0;0;2
B4X1250;2018;103;103_2018;5.16E+15;17.7;11;31/05/2018;131;151;20;7.401944;5.35;2.05;13.23;-1.56;5;1;0;1;0;2
B4X1248;2018;103;103_2018;9E60000000008001;17.05;10.7;31/05/2018;131;151;20;7.407778;5.35;2.06;13.23;-1.56;6;0;0;0;0;2
B4X1251;2018;103;103_2018;B560000000008001;16.9;10.1;31/05/2018;131;151;20;10.382500;5.35;5.03;13.23;-1.56;7;0;0;0;0;2
B4X1249;2018;103;103_2018;5D60000000008001;16.75;9.9;31/05/2018;131;151;20;10.487778;5.35;5.14;13.23;-1.56;8;1;1;1;0;2
B4P9223;2017;104;104_2017;3.08E+15;15.53;9.5;26/05/2017;125;146;21;11.573333;5.42;6.16;13.23;-1.23;1;0;0;0;0;2
B4P9226;2017;104;104_2017;8.08E+15;15.84;10;26/05/2017;125;146;21;11.594444;5.42;6.18;13.23;-1.23;2;0;0;0;0;2
B4P9222;2017;104;104_2017;C080000000008001;15.7;10.1;26/05/2017;125;146;21;11.620556;5.42;6.20;13.23;-1.23;3;0;0;0;0;2
B4P9224;2017;104;104_2017;8E+13;16.33;9.8;26/05/2017;125;146;21;11.632778;5.42;6.22;13.23;-1.23;4;0;0;0;0;1
B4P9221;2017;104;104_2017;5.88E+15;15.6;9.6;26/05/2017;125;146;21;11.667222;5.42;6.25;13.23;-1.23;5;1;1;1;0;1
B4P9225;2017;104;104_2017;3B00000000008001;15.63;8.9;26/05/2017;125;146;21;11.721111;5.42;6.30;13.23;-1.23;6;0;0;0;0;1
B4X1006;2018;107;107_2018;BEE0000000008001;17.11;9.4;29/05/2018;130;149;19;19.378611;5.38;14.00;13.23;-0.16;1;1;0;1;0;2
B4X1011;2018;107;107_2018;4BA0000000008001;16.91;9.6;29/05/2018;130;149;19;19.396389;5.38;14.01;13.23;-0.16;2;0;0;0;0;2
B4X1009;2018;107;107_2018;E860000000008001;17.36;10.2;29/05/2018;130;149;19;19.399167;5.38;14.02;13.23;-0.16;3;0;0;0;0;1
B4X1007;2018;107;107_2018;6EE0000000008001;17.6;10.6;29/05/2018;130;149;19;19.637500;5.38;14.25;13.23;-0.16;4;0;0;0;0;1
B4X1004;2018;107;107_2018;8AE0000000008001;17.12;10.5;30/05/2018;130;150;20;6.949722;5.37;1.58;13.23;-0.16;5;1;0;1;0;1
B4X1008;2018;107;107_2018;B060000000008001;16.84;10.2;30/05/2018;130;150;20;6.963056;5.37;1.60;13.23;-0.16;6;0;0;0;0;2
B4X1012;2018;107;107_2018;35E0000000008001;16.5;9.6;30/05/2018;130;150;20;6.967222;5.37;1.60;13.23;-0.16;7;0;0;0;0;2
B4X1002;2018;107;107_2018;7AE0000000008001;16.95;10;30/05/2018;130;150;20;6.975000;5.37;1.61;13.23;-0.16;8;1;0;1;0;2
B4X1003;2018;107;107_2018;B4E0000000008001;16.37;9.5;30/05/2018;130;150;20;7.009167;5.37;1.64;13.23;-0.16;9;0;0;0;0;2
B4X1005;2018;107;107_2018;56E0000000008001;17.62;10.7;30/05/2018;130;150;20;7.092222;5.37;1.73;13.23;-0.16;10;0;0;0;0;1
B4X1010;2018;107;107_2018;47A0000000008001;16.19;9.3;30/05/2018;130;150;20;8.881667;5.37;3.52;13.23;-0.16;11;0;0;0;0;2
B4P9249;2017;11;11_2017;8A80000000008001;16.7;10.9;27/05/2017;127;147;20;19.359167;5.40;13.96;13.23;-0.32;1;1;1;1;0;1
B4P9250;2017;11;11_2017;4A80000000008001;15.62;8.3;28/05/2017;127;148;21;7.608611;5.38;2.23;13.23;-0.32;2;1;1;1;0;2
B4P9254;2017;11;11_2017;5.68E+15;15.65;9.9;28/05/2017;127;148;21;7.691667;5.38;2.31;13.23;-0.32;3;1;1;1;0;1
B4P9252;2017;11;11_2017;FA80000000008001;15.82;8.2;28/05/2017;127;148;21;7.724167;5.38;2.34;13.23;-0.32;4;0;0;0;0;2
B4P9253;2017;11;11_2017;D680000000008001;16.66;9.4;28/05/2017;127;148;21;10.710000;5.38;5.33;13.23;-0.32;5;0;0;0;1;1
B4P9256;2017;11;11_2017;EE80000000008001;17.09;9.5;28/05/2017;127;148;21;11.924167;5.38;6.54;13.23;-0.32;6;0;0;0;0;1
B4P9251;2017;11;11_2017;7A80000000008001;16.03;9.7;28/05/2017;127;148;21;11.946389;5.38;6.56;13.23;-0.32;7;0;0;0;0;1
B4P9255;2017;11;11_2017;CA80000000008001;15.29;8.2;28/05/2017;127;148;21;11.956389;5.38;6.57;13.23;-0.32;8;0;0;0;0;2
B4P9930;2018;11;11_2018;8B20000000008001;17.47;13.2;28/05/2018;128;148;20;7.966389;5.40;2.57;13.23;-0.55;1;0;0;0;0;1
B4P9931;2018;11;11_2018;9.52E+15;17.2;12.7;28/05/2018;128;148;20;8.903611;5.40;3.50;13.23;-0.55;2;0;0;0;0;1
B4P9929;2018;11;11_2018;2D20000000008001;17.11;11.7;28/05/2018;128;148;20;8.989722;5.40;3.59;13.23;-0.55;3;0;0;0;0;2
B4P9933;2018;11;11_2018;4D20000000008001;17.21;12.1;28/05/2018;128;148;20;9.245278;5.40;3.85;13.23;-0.55;4;1;0;1;0;1
B4P9932;2018;11;11_2018;AD20000000008001;16.6;11.1;28/05/2018;128;148;20;9.495278;5.40;4.10;13.23;-0.55;5;0;0;0;0;2
B4P8948;2017;110;110_2017;F100000000008001;16.22;10.2;22/05/2017;122;142;20;13.797778;5.48;8.31;13.22;-1.25;1;1;0;1;0;2
B4P8952;2017;110;110_2017;9.4E+15;17.1;11.1;22/05/2017;122;142;20;14.048333;5.48;8.57;13.22;-1.25;2;0;0;0;0;1
B4P8946;2017;110;110_2017;7.1E+15;15.48;8.7;22/05/2017;122;142;20;14.099722;5.48;8.62;13.22;-1.25;3;0;0;0;0;2
B4P8950;2017;110;110_2017;7.4E+15;16.13;11;22/05/2017;122;142;20;14.133056;5.48;8.65;13.22;-1.25;4;0;1;1;0;2
B4P8951;2017;110;110_2017;2.9E+15;16.8;10.6;22/05/2017;122;142;20;14.150556;5.48;8.67;13.22;-1.25;5;0;0;0;0;1
B4P8949;2017;110;110_2017;1.2E+15;15.9;9;22/05/2017;122;142;20;14.930000;5.48;9.45;13.22;-1.25;6;0;0;0;0;1
B4P8947;2017;110;110_2017;4C00000000008001;15.69;8.8;22/05/2017;122;142;20;15.104444;5.48;9.62;13.22;-1.25;7;0;0;0;0;1
B4P9451;2017;111;111_2017;9.48E+15;17.05;10.5;26/05/2017;126;146;20;13.750556;5.42;8.33;13.23;-0.74;1;0;0;0;0;1
B4P9449;2017;111;111_2017;1.48E+15;17.34;10.1;26/05/2017;126;146;20;13.767778;5.42;8.35;13.23;-0.74;2;0;0;0;0;1
B4P9448;2017;111;111_2017;E480000000008001;16.88;9.6;26/05/2017;126;146;20;13.780833;5.42;8.36;13.23;-0.74;3;0;0;0;0;1
B4P9444;2017;111;111_2017;A480000000008001;17.28;10.7;26/05/2017;126;146;20;13.793056;5.42;8.38;13.23;-0.74;4;0;0;0;0;1
B4P9446;2017;111;111_2017;2.48E+15;16.79;10.8;26/05/2017;126;146;20;13.820556;5.42;8.40;13.23;-0.74;5;1;1;1;1;1
B4P9447;2017;111;111_2017;6.48E+15;16.71;10.1;26/05/2017;126;146;20;14.991944;5.42;9.58;13.23;-0.74;6;0;0;0;1;2
B4P9450;2017;111;111_2017;5.48E+15;17.46;10.6;26/05/2017;126;146;20;14.995278;5.42;9.58;13.23;-0.74;7;0;0;0;1;1
B4P9445;2017;111;111_2017;3.48E+15;15.5;7.8;26/05/2017;126;146;20;15.553333;5.42;10.14;13.23;-0.74;8;0;0;0;1;1
B4X1374;2018;111;111_2018;C3E0000000008001;16.47;11.3;29/05/2018;129;149;20;17.089444;5.38;11.71;13.23;-0.99;1;1;0;1;0;2
B4X1375;2018;111;111_2018;83E0000000008001;16.95;11;29/05/2018;129;149;20;19.203889;5.38;13.82;13.23;-0.99;2;0;0;0;0;2
B4X1371;2018;111;111_2018;FDE0000000008001;17.04;10.8;29/05/2018;129;149;20;19.210556;5.38;13.83;13.23;-0.99;3;0;0;0;0;2
B4X1369;2018;111;111_2018;BDE0000000008001;16.39;11.6;29/05/2018;129;149;20;19.218056;5.38;13.83;13.23;-0.99;4;0;0;0;0;1
B4X1373;2018;111;111_2018;43E0000000008001;16.28;11.5;29/05/2018;129;149;20;19.220278;5.38;13.84;13.23;-0.99;5;0;0;0;0;2
B4X1370;2018;111;111_2018;7DE0000000008001;16.05;11.4;29/05/2018;129;149;20;19.226111;5.38;13.84;13.23;-0.99;6;0;0;0;0;2
B4X1372;2018;111;111_2018;03E0000000008001;16.42;10.6;29/05/2018;129;149;20;19.261667;5.38;13.88;13.23;-0.99;7;0;0;0;0;2
B4X1384;2018;112;112_2018;8DE0000000008001;16.76;11.7;29/05/2018;129;149;20;10.512222;5.38;5.13;13.23;-0.14;1;0;0;0;0;2
B4X1379;2018;112;112_2018;EDE0000000008001;17.25;12.4;29/05/2018;129;149;20;10.666667;5.38;5.28;13.23;-0.14;2;0;0;0;0;1
B4X1378;2018;112;112_2018;1DE0000000008001;16.23;12;29/05/2018;129;149;20;10.683889;5.38;5.30;13.23;-0.14;3;0;0;0;0;1
B4X1381;2018;112;112_2018;4DE0000000008001;16.41;11.2;29/05/2018;129;149;20;10.687778;5.38;5.30;13.23;-0.14;4;0;0;0;0;2
B4X1380;2018;112;112_2018;6DE0000000008001;16.84;11.4;29/05/2018;129;149;20;11.121389;5.38;5.74;13.23;-0.14;5;0;0;0;0;1
B4X1377;2018;112;112_2018;ADE0000000008001;16.89;11.5;29/05/2018;129;149;20;11.169444;5.38;5.79;13.23;-0.14;6;0;0;0;0;1
B4X1382;2018;112;112_2018;2DE0000000008001;16.92;11.4;29/05/2018;129;149;20;11.239444;5.38;5.86;13.23;-0.14;7;0;0;0;0;2
B4X1376;2018;112;112_2018;23E0000000008001;16.63;11.7;29/05/2018;129;149;20;13.377778;5.38;7.99;13.23;-0.14;8;0;0;0;0;1
B4X1383;2018;112;112_2018;CDE0000000008001;15.99;9.9;29/05/2018;129;149;20;14.379167;5.38;9.00;13.23;-0.14;9;0;0;0;0;2
B4P8823;2017;113;113_2017;8.4E+15;16.65;9.6;17/05/2017;119;137;18;14.179722;5.58;8.60;13.22;-0.91;1;0;0;0;1;1
B4P8825;2017;113;113_2017;F800000000008001;16.3;9.1;20/05/2017;119;140;21;10.589444;5.52;5.07;13.22;-0.91;2;0;0;0;0;1
B4P8820;2017;113;113_2017;1.8E+15;16.55;10.2;20/05/2017;119;140;21;10.624167;5.52;5.11;13.22;-0.91;3;0;0;0;1;1
B4P8824;2017;113;113_2017;4E+14;16.3;9.9;20/05/2017;119;140;21;11.160278;5.52;5.64;13.22;-0.91;4;0;0;0;0;1
B4P8822;2017;113;113_2017;4.4E+15;16.4;9;20/05/2017;119;140;21;11.194444;5.52;5.68;13.22;-0.91;5;0;0;0;0;1
B4P8821;2017;113;113_2017;C400000000008001;16.45;8.8;20/05/2017;119;140;21;11.207778;5.52;5.69;13.22;-0.91;6;0;0;0;0;2
B4X1339;2018;113;113_2018;34A0000000008001;16.27;10.8;28/05/2018;128;148;20;11.928611;5.40;6.53;13.23;-0.79;1;0;0;0;0;2
B4X1334;2018;113;113_2018;6CA0000000008001;16.63;10.1;28/05/2018;128;148;20;12.269722;5.40;6.87;13.23;-0.79;2;0;0;0;0;2
B4X1338;2018;113;113_2018;3.72E+15;17.17;10.5;28/05/2018;128;148;20;12.354444;5.40;6.95;13.23;-0.79;3;0;0;0;0;2
B4X1333;2018;113;113_2018;8.72E+15;16.54;11;28/05/2018;128;148;20;13.140278;5.40;7.74;13.23;-0.79;4;0;0;0;0;1
B4X1336;2018;113;113_2018;4.72E+15;16.69;10.1;28/05/2018;128;148;20;13.209167;5.40;7.81;13.23;-0.79;5;0;0;0;0;2
B4X1330;2018;113;113_2018;5CA0000000008001;15.39;9.9;28/05/2018;128;148;20;13.248611;5.40;7.85;13.23;-0.79;6;0;0;0;0;1
B4X1340;2018;113;113_2018;7.2E+14;17.03;10.9;28/05/2018;128;148;20;13.266111;5.40;7.87;13.23;-0.79;7;1;1;1;0;1
B4X1337;2018;113;113_2018;F0A0000000008001;17.52;10;28/05/2018;128;148;20;13.454167;5.40;8.05;13.23;-0.79;8;0;0;0;0;1
B4X1332;2018;113;113_2018;6.72E+15;16.2;9.2;28/05/2018;128;148;20;13.457500;5.40;8.06;13.23;-0.79;9;0;0;0;0;1
B4X1331;2018;113;113_2018;50A0000000008001;16.77;10.3;28/05/2018;128;148;20;13.473333;5.40;8.07;13.23;-0.79;10;1;0;1;1;2
B4X1335;2018;113;113_2018;9.72E+15;16.52;9.8;28/05/2018;128;148;20;13.480278;5.40;8.08;13.23;-0.79;11;0;0;0;0;2
B4P9705;2017;114;114_2017;F440000000008001;16.27;9.2;03/06/2017;133;154;21;7.596111;5.32;2.28;13.23;-2.32;1;0;0;0;0;1
B4P9707;2017;114;114_2017;9.44E+15;16.48;8.2;03/06/2017;133;154;21;8.536944;5.32;3.22;13.23;-2.32;2;0;0;0;0;1
B4P9701;2017;114;114_2017;0C40000000008001;17.25;8.9;04/06/2017;133;155;22;7.341667;5.32;2.03;13.24;-2.32;3;0;0;0;0;2
B4P9706;2017;114;114_2017;5.44E+15;16.94;9.1;04/06/2017;133;155;22;7.535000;5.32;2.22;13.24;-2.32;4;0;0;0;0;1
B4P9704;2017;114;114_2017;3.84E+15;16.37;8.1;04/06/2017;133;155;22;7.562222;5.32;2.25;13.24;-2.32;5;0;0;0;0;1
B4P9709;2017;114;114_2017;4C40000000008001;17.41;8.7;04/06/2017;133;155;22;7.626667;5.32;2.31;13.24;-2.32;6;0;0;0;0;1
B4P9702;2017;114;114_2017;C840000000008001;15.53;7.6;04/06/2017;133;155;22;7.690000;5.32;2.37;13.24;-2.32;7;0;0;0;0;2
B4P9703;2017;114;114_2017;3C40000000008001;16.18;7.6;04/06/2017;133;155;22;7.701944;5.32;2.39;13.24;-2.32;8;0;0;0;0;2
B4P9708;2017;114;114_2017;AC40000000008001;15.14;7.3;04/06/2017;133;155;22;7.716667;5.32;2.40;13.24;-2.32;9;0;0;0;0;1
B4X1323;2018;115;115_2018;00A0000000008001;16.09;10.4;28/05/2018;128;148;20;7.700833;5.40;2.30;13.23;NA;1;0;0;0;0;2
B4X1320;2018;115;115_2018;30A0000000008001;16.76;11.6;28/05/2018;128;148;20;9.276944;5.40;3.88;13.23;NA;2;0;0;0;1;1
B4X1328;2018;115;115_2018;9F20000000008001;17.19;10.9;28/05/2018;128;148;20;9.327222;5.40;3.93;13.23;NA;3;1;1;1;0;1
B4X1322;2018;115;115_2018;5F20000000008001;16.67;10.9;28/05/2018;128;148;20;9.433333;5.40;4.03;13.23;NA;4;0;0;0;0;1
B4X1319;2018;115;115_2018;90A0000000008001;16.77;11.3;28/05/2018;128;148;20;13.110278;5.40;7.71;13.23;NA;5;1;0;1;0;2
B4X1329;2018;115;115_2018;D0A0000000008001;16.48;10.8;28/05/2018;128;148;20;13.151667;5.40;7.75;13.23;NA;6;0;0;0;0;1
B4X1327;2018;115;115_2018;C0A0000000008001;16.69;11.6;28/05/2018;128;148;20;13.190556;5.40;7.79;13.23;NA;7;1;0;1;0;1
B4X1325;2018;115;115_2018;7F20000000008001;15.94;10.7;28/05/2018;128;148;20;13.348056;5.40;7.95;13.23;NA;8;0;0;0;0;2
B4X1324;2018;115;115_2018;10A0000000008001;16.1;10.3;28/05/2018;128;148;20;14.480278;5.40;9.08;13.23;NA;9;1;0;1;0;2
B4X1321;2018;115;115_2018;BF20000000008001;16.46;10.9;29/05/2018;128;149;21;6.646111;5.38;1.26;13.23;NA;10;0;0;0;0;1
B4X1326;2018;115;115_2018;1F20000000008001;16.14;10.9;29/05/2018;128;149;21;6.761944;5.38;1.38;13.23;NA;11;0;0;0;0;1
B4X1239;2018;119;119_2018;6.96E+15;17.05;10.8;31/05/2018;131;151;20;15.273611;5.35;9.92;13.23;-0.63;1;0;0;0;0;1
B4X1244;2018;119;119_2018;ED60000000008001;16.2;10.9;31/05/2018;131;151;20;15.406389;5.35;10.06;13.23;-0.63;2;0;0;0;0;2
B4X1243;2018;119;119_2018;2.96E+15;17.6;10.8;31/05/2018;131;151;20;15.444167;5.35;10.09;13.23;-0.63;3;1;1;1;0;2
B4X1240;2018;119;119_2018;B9A0000000008001;16.9;10.9;31/05/2018;131;151;20;15.449722;5.35;10.10;13.23;-0.63;4;1;1;1;0;1
B4X1238;2018;119;119_2018;FE60000000008001;15.9;11.2;31/05/2018;131;151;20;15.464444;5.35;10.11;13.23;-0.63;5;0;0;0;0;2
B4X1242;2018;119;119_2018;C960000000008001;17.2;9.5;31/05/2018;131;151;20;15.580278;5.35;10.23;13.23;-0.63;6;0;0;0;0;1
B4X1241;2018;119;119_2018;C560000000008001;16.8;11.4;31/05/2018;131;151;20;15.597500;5.35;10.25;13.23;-0.63;7;0;0;0;0;2
B4X1813;2018;120;120_2018;00E0000000008001;17.07;11.1;04/06/2018;135;155;20;14.760000;5.32;9.44;13.24;-1.47;1;0;0;0;0;2
B4X1815;2018;120;120_2018;40E0000000008001;17.67;11.1;04/06/2018;135;155;20;14.770833;5.32;9.45;13.24;-1.47;2;0;0;0;0;1
B4X1811;2018;120;120_2018;BF60000000008001;16.94;9.7;04/06/2018;135;155;20;14.775556;5.32;9.46;13.24;-1.47;3;0;0;0;0;2
B4X1816;2018;120;120_2018;92A0000000008001;17.03;10.5;04/06/2018;135;155;20;14.790000;5.32;9.47;13.24;-1.47;4;0;0;0;0;2
B4X1808;2018;120;120_2018;FF60000000008001;17.95;11.9;04/06/2018;135;155;20;14.811667;5.32;9.50;13.24;-1.47;5;0;0;0;0;1
B4X1809;2018;120;120_2018;7F60000000008001;17.98;12.1;04/06/2018;135;155;20;15.227778;5.32;9.91;13.24;-1.47;6;0;0;0;0;1
B4X1810;2018;120;120_2018;3F60000000008001;17.65;10.4;05/06/2018;135;156;21;7.082778;5.30;1.78;13.24;-1.47;7;0;0;0;0;1
B4X1812;2018;120;120_2018;E6A0000000008001;16.4;9.9;05/06/2018;135;156;21;7.093889;5.30;1.79;13.24;-1.47;8;0;0;0;0;1
